#N	EVALS{+}	VIOL	E/I	HV	MTM	iLOC	IM	DIVFS	INTFS	RDC
214	797{797}	(0)	3	229.838(1)	8	0	5	0	0	0
214	798{798}	(0)	3	229.838(1)	8	1	6	0	0	0
215	798{798}	(0)	3	229.849(1)	8	0	5	0	0	0
215	810{810}	(0)	3	229.849(1)	11	1	7	0	0	0
216	810{810}	(0)	3	229.861(1)	11	0	7	0	0	0
216	811{811}	(0)	3	229.861(1)	8	1	8	0	0	0
217	811{811}	(0)	3	229.873(1)	8	0	5	0	0	0
217	823{823}	(0)	3	229.873(1)	11	1	7	0	0	0
218	823{823}	(0)	3	229.885(1)	11	0	7	0	0	0
218	824{824}	(0)	3	229.885(1)	8	1	8	0	0	0
219	824{824}	(0)	3	229.897(1)	8	0	5	0	0	0
219	830{830}	(0)	3	229.897(1)	8	1	5	0	0	0
220	830{830}	(0)	3	229.909(1)	8	0	5	0	0	0
220	831{831}	(0)	3	229.909(1)	8	1	6	0	0	0
221	831{831}	(0)	3	229.921(1)	8	0	5	0	0	0
221	837{837}	(0)	3	229.921(1)	8	1	5	0	0	0
222	837{837}	(0)	3	229.933(1)	8	0	5	0	0	0
222	838{838}	(0)	3	229.933(1)	8	1	6	0	0	0
223	838{838}	(0)	3	229.945(1)	8	0	5	0	0	0
223	844{844}	(0)	3	229.945(1)	9	1	5	0	0	0
224	844{844}	(0)	3	229.956(1)	9	0	5	0	0	0
224	845{845}	(0)	3	229.956(1)	8	1	6	0	0	0
225	845{845}	(0)	3	229.968(1)	8	0	5	0	0	0
225	851{851}	(0)	3	229.968(1)	9	1	5	0	0	0
226	851{851}	(0)	3	229.981(1)	9	0	5	0	0	0
226	852{852}	(0)	3	229.981(1)	8	1	6	0	0	0
227	852{852}	(0)	3	229.993(1)	8	0	5	0	0	0
227	864{864}	(0)	3	229.993(1)	10	1	6	0	0	0
228	864{864}	(0)	3	230.005(1)	10	0	6	0	0	0
228	865{865}	(0)	3	230.005(1)	8	1	7	0	0	0
229	865{865}	(0)	3	230.017(1)	8	0	5	0	0	0
229	871{871}	(0)	3	230.017(1)	9	1	5	0	0	0
230	871{871}	(0)	3	230.029(1)	9	0	5	0	0	0
230	872{872}	(0)	3	230.029(1)	8	1	6	0	0	0
231	872{872}	(0)	3	230.041(1)	8	0	5	0	0	0
231	878{878}	(0)	3	230.041(1)	9	1	5	0	0	0
232	878{878}	(0)	3	230.053(1)	9	0	5	0	0	0
232	879{879}	(0)	3	230.053(1)	8	1	6	0	0	0
233	879{879}	(0)	3	230.065(1)	8	0	5	0	0	0
233	885{885}	(0)	3	230.065(1)	9	1	5	0	0	0
234	885{885}	(0)	3	230.078(1)	9	0	5	0	0	0
234	886{886}	(0)	3	230.078(1)	8	1	6	0	0	0
235	886{886}	(0)	3	230.09(1)	8	0	5	0	0	0
235	892{892}	(0)	3	230.09(1)	9	1	5	0	0	0
236	892{892}	(0)	3	230.102(1)	9	0	5	0	0	0
236	893{893}	(0)	3	230.102(1)	8	1	6	0	0	0
237	893{893}	(0)	3	230.115(1)	8	0	5	0	0	0
237	905{905}	(0)	3	230.115(1)	9	1	5	0	0	0
238	905{905}	(0)	3	259.44(1)	9	0	5	0	0	0
238	906{906}	(0)	3	259.44(1)	10	1	6	0	0	0
239	906{906}	(0)	3	288.747(1)	10	0	6	0	0	0
239	912{912}	(0)	3	288.747(1)	11	1	6	0	0	0
240	912{912}	(0)	3	288.76(1)	11	0	6	0	0	0
240	913{913}	(0)	3	288.76(1)	10	1	7	0	0	0
241	913{913}	(0)	3	288.773(1)	10	0	6	0	0	0
241	925{925}	(0)	3	288.773(1)	11	1	6	0	0	0
242	925{925}	(0)	3	318.114(1)	11	0	6	0	0	0
242	926{926}	(0)	3	318.114(1)	12	1	7	0	0	0
243	926{926}	(0)	3	347.44(1)	12	0	7	0	0	0
243	938{938}	(0)	3	347.44(1)	12	1	7	0	0	0
244	938{938}	(0)	3	347.453(1)	12	0	7	0	0	0
244	939{939}	(0)	3	347.453(1)	12	1	8	0	0	0
245	939{939}	(0)	3	347.467(1)	12	0	7	0	0	0
245	951{951}	(0)	3	347.467(1)	12	1	7	0	0	0
246	951{951}	(0)	3	347.481(1)	12	0	7	0	0	0
246	952{952}	(0)	3	347.481(1)	12	1	8	0	0	0
247	952{952}	(0)	3	347.494(1)	12	0	7	0	0	0
247	958{958}	(0)	3	347.494(1)	13	1	7	0	0	0
248	958{958}	(0)	3	347.508(1)	13	0	7	0	0	0
248	959{959}	(0)	3	347.508(1)	12	1	8	0	0	0
249	959{959}	(0)	3	347.522(1)	12	0	7	0	0	0
249	971{971}	(0)	3	347.522(1)	12	1	7	0	0	0
250	971{971}	(0)	3	347.535(1)	12	0	7	0	0	0
250	972{972}	(0)	3	347.535(1)	12	1	8	0	0	0
